n k length
160 104 0
160 105 0
160 106 0
160 107 0
160 108 0
160 109 0
160 110 0
160 111 0
160 112 0
160 113 0
160 114 0
160 115 0
160 116 0
160 117 0
160 118 0
160 119 0
160 120 0
160 121 0
160 122 0
160 123 0
160 124 0
160 125 0
160 126 0
160 127 0
160 128 0
160 129 0
160 130 0
160 131 0
160 132 0
160 133 0
160 134 0
160 135 0
160 136 0
160 137 0
160 138 0
160 139 0
160 140 0
160 141 0
160 142 0
160 143 0
160 144 0
160 145 0
160 146 0
160 147 0
160 148 0
160 149 0
160 150 0
160 151 0
160 152 0
160 153 0
160 154 0
160 155 0
160 156 0
160 157 0
160 158 0
160 159 0
160 160 0
161 0 1
161 1 0
161 2 0
161 3 0
161 4 0
161 5 0
161 6 0
161 7 0
161 8 0
161 9 0
161 10 0
161 11 0
161 12 0
161 13 0
161 14 0
161 15 0
161 16 0
161 17 0
161 18 0
161 19 0
161 20 0
161 21 0
161 22 0
161 23 0
161 24 0
161 25 0
161 26 0
161 27 0
161 28 0
161 29 0
161 30 0
161 31 0
161 32 0
161 33 0
161 34 0
161 35 0
161 36 0
161 37 0
161 38 0
161 39 0
161 40 0
161 41 0
161 42 0
161 43 0
161 44 0
161 45 0
161 46 0
161 47 0
161 48 0
161 49 0
161 50 0
161 51 0
161 52 0
161 53 0
161 54 0
161 55 0
161 56 0
161 57 0
161 58 0
161 59 0
161 60 0
161 61 0
161 62 0
161 63 0
161 64 0
161 65 0
161 66 0
161 67 0
161 68 0
161 69 0
161 70 0
161 71 0
161 72 0
161 73 0
161 74 0
161 75 0
161 76 0
161 77 0
161 78 0
161 79 0
161 80 0
161 81 0
161 82 0
161 83 0
161 84 0
161 85 0
161 86 0
161 87 0
161 88 0
161 89 0
161 90 0
161 91 0
161 92 0
161 93 0
161 94 0
161 95 0
161 96 0
161 97 0
161 98 0
161 99 0
161 100 0
161 101 0
161 102 0
161 103 0
161 104 0
161 105 0
161 106 0
161 107 0
161 108 0
161 109 0
161 110 0
161 111 0
161 112 0
161 113 0
161 114 0
161 115 0
161 116 0
161 117 0
161 118 0
161 119 0
161 120 0
161 121 0
161 122 0
161 123 0
161 124 0
161 125 0
161 126 0
161 127 0
161 128 0
161 129 0
161 130 0
161 131 0
161 132 0
161 133 0
161 134 0
161 135 0
161 136 0
161 137 0
161 138 0
161 139 0
161 140 0
161 141 0
161 142 0
161 143 0
161 144 0
161 145 0
161 146 0
161 147 0
161 148 0
161 149 0
161 150 0
161 151 0
161 152 0
161 153 0
161 154 0
161 155 0
161 156 0
161 157 0
161 158 0
161 159 0
161 160 0
161 161 0
162 0 1
162 1 0
162 2 0
162 3 0
162 4 0
162 5 0
162 6 0
162 7 0
162 8 0
162 9 0
162 10 0
162 11 0
162 12 0
162 13 0
162 14 0
162 15 0
162 16 0
162 17 0
162 18 0
162 19 0
162 20 0
162 21 0
162 22 0
162 23 0
162 24 0
162 25 0
162 26 0
162 27 0
162 28 0
162 29 0
162 30 0
162 31 0
162 32 0
162 33 0
162 34 0
162 35 0
162 36 0
162 37 0
162 38 0
162 39 0
162 40 0
162 41 0
162 42 0
162 43 0
162 44 0
162 45 0
162 46 0
162 47 0
162 48 0
162 49 0
162 50 0
162 51 0
162 52 0
162 53 0
162 54 0
162 55 0
162 56 0
162 57 0
162 58 0
162 59 0
162 60 0
162 61 0
162 62 0
162 63 0
162 64 0
162 65 0
162 66 0
162 67 0
162 68 0
162 69 0
162 70 0
162 71 0
162 72 0
162 73 0
162 74 0
162 75 0
162 76 0
162 77 0
162 78 0
162 79 0
162 80 0
162 81 0
162 82 0
162 83 0
162 84 0
162 85 0
162 86 0
162 87 0
162 88 0
162 89 0
162 90 0
162 91 0
162 92 0
162 93 0
162 94 0
162 95 0
162 96 0
162 97 0
162 98 0
162 99 0
162 100 0
162 101 0
162 102 0
162 103 0
162 104 0
162 105 0
162 106 0
162 107 0
162 108 0
162 109 0
162 110 0
162 111 0
162 112 0
162 113 0
162 114 0
162 115 0
162 116 0
162 117 0
162 118 0
162 119 0
162 120 0
162 121 0
162 122 0
162 123 0
162 124 0
162 125 0
162 126 0
162 127 0
162 128 0
162 129 0
162 130 0
162 131 0
162 132 0
162 133 0
162 134 0
162 135 0
162 136 0
162 137 0
162 138 0
162 139 0
162 140 0
162 141 0
162 142 0
162 143 0
162 144 0
162 145 0
162 146 0
162 147 0
162 148 0
162 149 0
162 150 0
162 151 0
162 152 0
162 153 0
162 154 0
162 155 0
162 156 0
162 157 0
162 158 0
162 159 0
162 160 0
162 161 0
162 162 0
163 0 1
163 1 0
163 2 0
163 3 0
163 4 0
163 5 0
163 6 0
163 7 0
163 8 0
163 9 0
163 10 0
163 11 0
163 12 0
163 13 0
163 14 0
163 15 0
163 16 0
163 17 0
163 18 0
163 19 0
163 20 0
163 21 0
163 22 0
163 23 0
163 24 0
163 25 0
163 26 0
163 27 0
163 28 0
163 29 0
163 30 0
163 31 0
163 32 0
163 33 0
163 34 0
163 35 0
163 36 0
163 37 0
163 38 0
163 39 0
163 40 0
163 41 0
163 42 0
163 43 0
163 44 0
163 45 0
163 46 0
163 47 0
163 48 0
163 49 0
163 50 0
163 51 0
163 52 0
163 53 0
163 54 0
163 55 0
163 56 0
163 57 0
163 58 0
163 59 0
163 60 0
163 61 0
163 62 0
163 63 0
163 64 0
163 65 0
163 66 0
163 67 0
163 68 0
163 69 0
163 70 0
163 71 0
163 72 0
163 73 0
163 74 0
163 75 0
163 76 0
163 77 0
163 78 0
163 79 0
163 80 0
163 81 0
163 82 0
163 83 0
163 84 0
163 85 0
163 86 0
163 87 0
163 88 0
163 89 0
163 90 0
163 91 0
163 92 0
163 93 0
163 94 0
163 95 0
163 96 0
163 97 0
163 98 0
163 99 0
163 100 0
163 101 0
163 102 0
163 103 0
163 104 0
163 105 0
163 106 0
163 107 0
163 108 0
163 109 0
163 110 0
163 111 0
163 112 0
163 113 0
163 114 0
163 115 0
163 116 0
163 117 0
163 118 0
163 119 0
163 120 0
163 121 0
163 122 0
163 123 0
163 124 0
163 125 0
163 126 0
163 127 0
163 128 0
163 129 0
163 130 0
163 131 0
163 132 0
163 133 0
163 134 0
163 135 0
163 136 0
163 137 0
163 138 0
163 139 0
163 140 0
163 141 0
163 142 0
163 143 0
163 144 0
163 145 0
163 146 0
163 147 0
163 148 0
163 149 0
163 150 0
163 151 0
163 152 0
163 153 0
163 154 0
163 155 0
163 156 0
163 157 0
163 158 0
163 159 0
163 160 0
163 161 0
163 162 0
163 163 0
164 0 1
164 1 0
164 2 0
164 3 0
164 4 0
164 5 0
164 6 0
164 7 0
164 8 0
164 9 0
164 10 0
164 11 0
164 12 0
164 13 0
164 14 0
164 15 0
164 16 0
164 17 0
164 18 0
164 19 0
164 20 0
164 21 0
164 22 0
164 23 0
164 24 0
164 25 0
164 26 0
164 27 0
164 28 0
164 29 0
164 30 0
164 31 0
164 32 0
164 33 0
164 34 0
164 35 0
164 36 0
164 37 0
164 38 0
164 39 0
164 40 0
164 41 0
164 42 0
164 43 0
164 44 0
164 45 0
164 46 0
164 47 0
164 48 0
164 49 0
164 50 0
164 51 0
164 52 0
164 53 0
164 54 0
164 55 0
164 56 0
164 57 0
164 58 0
164 59 0
164 60 0
164 61 0
164 62 0
164 63 0
164 64 0
164 65 0
164 66 0
164 67 0
164 68 0
164 69 0
164 70 0
164 71 0
164 72 0
164 73 0
164 74 0
164 75 0
164 76 0
164 77 0
164 78 0
164 79 0
164 80 0
164 81 0
164 82 0
164 83 0
164 84 0
164 85 0
164 86 0
164 87 0
164 88 0
164 89 0
164 90 0
164 91 0
164 92 0
164 93 0
164 94 0
164 95 0
164 96 0
164 97 0
164 98 0
164 99 0
164 100 0
164 101 0
164 102 0
164 103 0
164 104 0
164 105 0
164 106 0
164 107 0
164 108 0
164 109 0
164 110 0
164 111 0
164 112 0
164 113 0
164 114 0
164 115 0
164 116 0
164 117 0
164 118 0
164 119 0
164 120 0
164 121 0
164 122 0
164 123 0
164 124 0
164 125 0
164 126 0
164 127 0
164 128 0
164 129 0
164 130 0
164 131 0
164 132 0
164 133 0
164 134 0
164 135 0
164 136 0
164 137 0
164 138 0
164 139 0
164 140 0
164 141 0
164 142 0
164 143 0
164 144 0
164 145 0
164 146 0
164 147 0
164 148 0
164 149 0
164 150 0
164 151 0
164 152 0
164 153 0
164 154 0
164 155 0
164 156 0
164 157 0
164 158 0
164 159 0
164 160 0
164 161 0
164 162 0
164 163 0
164 164 0
165 0 1
165 1 0
165 2 0
165 3 0
165 4 0
165 5 0
165 6 0
165 7 0
165 8 0
165 9 0
165 10 0
165 11 0
165 12 0
165 13 0
165 14 0
165 15 0
165 16 0
165 17 0
165 18 0
165 19 0
165 20 0
165 21 0
165 22 0
165 23 0
165 24 0
165 25 0
165 26 0
165 27 0
165 28 0
165 29 0
165 30 0
165 31 0
165 32 0
165 33 0
165 34 0
165 35 0
165 36 0
165 37 0
165 38 0
165 39 0
165 40 0
165 41 0
165 42 0
165 43 0
165 44 0
165 45 0
165 46 0
165 47 0
165 48 0
165 49 0
165 50 0
165 51 0
165 52 0
165 53 0
165 54 0
165 55 0
165 56 0
165 57 0
165 58 0
165 59 0
165 60 0
165 61 0
165 62 0
165 63 0
165 64 0
165 65 0
165 66 0
165 67 0
165 68 0
165 69 0
165 70 0
165 71 0
165 72 0
165 73 0
165 74 0
165 75 0
165 76 0
165 77 0
165 78 0
165 79 0
165 80 0
165 81 0
165 82 0
165 83 0
165 84 0
165 85 0
165 86 0
165 87 0
165 88 0
165 89 0
165 90 0
165 91 0
165 92 0
165 93 0
165 94 0
165 95 0
165 96 0
165 97 0
165 98 0
165 99 0
165 100 0
165 101 0
165 102 0
165 103 0
165 104 0
165 105 0
165 106 0
165 107 0
165 108 0
165 109 0
165 110 0
165 111 0
165 112 0
165 113 0
165 114 0
165 115 0
165 116 0
165 117 0
165 118 0
165 119 0
165 120 0
165 121 0
165 122 0
165 123 0
165 124 0
165 125 0
165 126 0
165 127 0
165 128 0
165 129 0
165 130 0
165 131 0
165 132 0
165 133 0
165 134 0
165 135 0
165 136 0
165 137 0
165 138 0
165 139 0
165 140 0
165 141 0
165 142 0
165 143 0
165 144 0
165 145 0
165 146 0
165 147 0
165 148 0
165 149 0
165 150 0
165 151 0
165 152 0
165 153 0
165 154 0
165 155 0
165 156 0
165 157 0
165 158 0
165 159 0
165 160 0
165 161 0
165 162 0
165 163 0
165 164 0
165 165 0
166 0 1
166 1 0
166 2 0
166 3 0
166 4 0
166 5 0
166 6 0
166 7 0
166 8 0
166 9 0
166 10 0
166 11 0
166 12 0
166 13 0
166 14 0
166 15 0
166 16 0
166 17 0
166 18 0
166 19 0
166 20 0
166 21 0
166 22 0
166 23 0
166 24 0
166 25 0
166 26 0
166 27 0
166 28 0
166 29 0
166 30 0
166 31 0
166 32 0
166 33 0
166 34 0
166 35 0
166 36 0
166 37 0
166 38 0
166 39 0
166 40 0
166 41 0
166 42 0
166 43 0
166 44 0
166 45 0
166 46 0
166 47 0
166 48 0
166 49 0
166 50 0
166 51 0
166 52 0
166 53 0
166 54 0
166 55 0
166 56 0
166 57 0
166 58 0
166 59 0
166 60 0
166 61 0
166 62 0
166 63 0
166 64 0
166 65 0
166 66 0
166 67 0
166 68 0
166 69 0
166 70 0
166 71 0
166 72 0
166 73 0
166 74 0
166 75 0
166 76 0
166 77 0
166 78 0
166 79 0
166 80 0
166 81 0
166 82 0
166 83 0
166 84 0
166 85 0
166 86 0
166 87 0
166 88 0
166 89 0
166 90 0
166 91 0
166 92 0
166 93 0
166 94 0
166 95 0
166 96 0
166 97 0
166 98 0
166 99 0
166 100 0
166 101 0
166 102 0
166 103 0
166 104 0
166 105 0
166 106 0
166 107 0
166 108 0
166 109 0
166 110 0
166 111 0
166 112 0
166 113 0
166 114 0
166 115 0
166 116 0
166 117 0
166 118 0
166 119 0
166 120 0
166 121 0
166 122 0
166 123 0
166 124 0
166 125 0
166 126 0
166 127 0
166 128 0
166 129 0
166 130 0
166 131 0
166 132 0
166 133 0
166 134 0
166 135 0
166 136 0
166 137 0
166 138 0
166 139 0
166 140 0
166 141 0
166 142 0
166 143 0
166 144 0
166 145 0
166 146 0
166 147 0
166 148 0
166 149 0
166 150 0
166 151 0
166 152 0
166 153 0
166 154 0
166 155 0
166 156 0
166 157 0
166 158 0
166 159 0
166 160 0
166 161 0
166 162 0
166 163 0
166 164 0
166 165 0
166 166 0
167 0 1
167 1 0
167 2 0
167 3 0
167 4 0
167 5 0
167 6 0
167 7 0
167 8 0
167 9 0
167 10 0
167 11 0
167 12 0
167 13 0
167 14 0
167 15 0
167 16 0
167 17 0
167 18 0
167 19 0
167 20 0
167 21 0
167 22 0
167 23 0
167 24 0
167 25 0
167 26 0
167 27 0
167 28 0
167 29 0
167 30 0
167 31 0
167 32 0
167 33 0
167 34 0
167 35 0
167 36 0
167 37 0
167 38 0
167 39 0
167 40 0
167 41 0
167 42 0
167 43 0
167 44 0
167 45 0
167 46 0
167 47 0
167 48 0
167 49 0
167 50 0
167 51 0
167 52 0
167 53 0
167 54 0
167 55 0
167 56 0
167 57 0
167 58 0
167 59 0
167 60 0
167 61 0
167 62 0
167 63 0
167 64 0
167 65 0
167 66 0
167 67 0
167 68 0
167 69 0
167 70 0
167 71 0
167 72 0
167 73 0
167 74 0
167 75 0
167 76 0
167 77 0
167 78 0
167 79 0
167 80 0
167 81 0
167 82 0
167 83 0
167 84 0
167 85 0
167 86 0
167 87 0
167 88 0
167 89 0
167 90 0
167 91 0
167 92 0
167 93 0
167 94 0
167 95 0
167 96 0
167 97 0
167 98 0
167 99 0
167 100 0
167 101 0
167 102 0
167 103 0
167 104 0
167 105 0
167 106 0
167 107 0
167 108 0
167 109 0
167 110 0
167 111 0
167 112 0
167 113 0
167 114 0
167 115 0
167 116 0
167 117 0
167 118 0
167 119 0
167 120 0
167 121 0
167 122 0
167 123 0
167 124 0
167 125 0
167 126 0
167 127 0
167 128 0
167 129 0
167 130 0
167 131 0
167 132 0
167 133 0
167 134 0
167 135 0
167 136 0
167 137 0
167 138 0
167 139 0
167 140 0
167 141 0
167 142 0
167 143 0
167 144 0
167 145 0
167 146 0
167 147 0
167 148 0
167 149 0
167 150 0
167 151 0
167 152 0
167 153 0
167 154 0
167 155 0
167 156 0
167 157 0
167 158 0
167 159 0
167 160 0
167 161 0
167 162 0
167 163 0
167 164 0
167 165 0
167 166 0
167 167 0
168 0 1
168 1 0
168 2 0
168 3 0
168 4 0
168 5 0
168 6 0
168 7 0
168 8 0
168 9 0
168 10 0
168 11 0
168 12 0
168 13 0
168 14 0
168 15 0
168 16 0
168 17 0
168 18 0
168 19 0
168 20 0
168 21 0
168 22 0
168 23 0
168 24 0
168 25 0
168 26 0
168 27 0
168 28 0
168 29 0
168 30 0
168 31 0
168 32 0
168 33 0
168 34 0
168 35 0
168 36 0
168 37 0
168 38 0
168 39 0
168 40 0
168 41 0
168 42 0
168 43 0
168 44 0
168 45 0
168 46 0
168 47 0
168 48 0
168 49 0
168 50 0
168 51 0
168 52 0
168 53 0
168 54 0
168 55 0
168 56 0
168 57 0
168 58 0
168 59 0
168 60 0
168 61 0
168 62 0
168 63 0
168 64 0
168 65 0
168 66 0
168 67 0
168 68 0
168 69 0
168 70 0
168 71 0
168 72 0
168 73 0
168 74 0
168 75 0
168 76 0
168 77 0
168 78 0
168 79 0
168 80 0
168 81 0
168 82 0
168 83 0
168 84 0
168 85 0
168 86 0
168 87 0
168 88 0
168 89 0
168 90 0
168 91 0
168 92 0
168 93 0
168 94 0
168 95 0
168 96 0
168 97 0
168 98 0
168 99 0
168 100 0
168 101 0
168 102 0
168 103 0
168 104 0
168 105 0
168 106 0
168 107 0
168 108 0
168 109 0
168 110 0
168 111 0
168 112 0
168 113 0
168 114 0
168 115 0
168 116 0
168 117 0
168 118 0
168 119 0
168 120 0
168 121 0
168 122 0
168 123 0
168 124 0
168 125 0
168 126 0
168 127 0
168 128 0
168 129 0
168 130 0
168 131 0
168 132 0
168 133 0
168 134 0
168 135 0
168 136 0
168 137 0
168 138 0
168 139 0
168 140 0
168 141 0
168 142 0
168 143 0
168 144 0
168 145 0
168 146 0
168 147 0
168 148 0
168 149 0
168 150 0
168 151 0
168 152 0
168 153 0
168 154 0
168 155 0
168 156 0
168 157 0
168 158 0
168 159 0
168 160 0
168 161 0
168 162 0
168 163 0
168 164 0
168 165 0
168 166 0
168 167 0
168 168 0
169 0 1
169 1 0
169 2 0
169 3 0
169 4 0
169 5 0
169 6 0
169 7 0
169 8 0
169 9 0
169 10 0
169 11 0
169 12 0
169 13 0
169 14 0
169 15 0
169 16 0
169 17 0
169 18 0
169 19 0
169 20 0
169 21 0
169 22 0
169 23 0
169 24 0
169 25 0
169 26 0
169 27 0
169 28 0
169 29 0
169 30 0
169 31 0
169 32 0
169 33 0
169 34 0
169 35 0
169 36 0
169 37 0
169 38 0
169 39 0
169 40 0
169 41 0
169 42 0
169 43 0
169 44 0
169 45 0
169 46 0
169 47 0
169 48 0
169 49 0
169 50 0
169 51 0
169 52 0
169 53 0
169 54 0
169 55 0
169 56 0
169 57 0
169 58 0
169 59 0
169 60 0
169 61 0
169 62 0
169 63 0
169 64 0
169 65 0
169 66 0
169 67 0
169 68 0
169 69 0
169 70 0
169 71 0
169 72 0
169 73 0
169 74 0
169 75 0
169 76 0
169 77 0
169 78 0
169 79 0
169 80 0
169 81 0
169 82 0
169 83 0
169 84 0
169 85 0
169 86 0
169 87 0
169 88 0
169 89 0
169 90 0
169 91 0
169 92 0
169 93 0
169 94 0
169 95 0
169 96 0
169 97 0
169 98 0
169 99 0
169 100 0
169 101 0
169 102 0
169 103 0
169 104 0
169 105 0
169 106 0
169 107 0
169 108 0
169 109 0
169 110 0
169 111 0
169 112 0
169 113 0
169 114 0
169 115 0
169 116 0
169 117 0
169 118 0
169 119 0
169 120 0
169 121 0
169 122 0
169 123 0
169 124 0
169 125 0
169 126 0
169 127 0
169 128 0
169 129 0
169 130 0
169 131 0
169 132 0
169 133 0
169 134 0
169 135 0
169 136 0
169 137 0
169 138 0
169 139 0
169 140 0
169 141 0
169 142 0
169 143 0
169 144 0
169 145 0
169 146 0
169 147 0
169 148 0
169 149 0
169 150 0
169 151 0
169 152 0
169 153 0
169 154 0
169 155 0
169 156 0
169 157 0
169 158 0
169 159 0
169 160 0
169 161 0
169 162 0
169 163 0
169 164 0
169 165 0
169 166 0
169 167 0
169 168 0
169 169 0
170 0 1
170 1 0
170 2 0
170 3 0
170 4 0
170 5 0
170 6 0
170 7 0
170 8 0
170 9 0
170 10 0
170 11 0
170 12 0
170 13 0
170 14 0
170 15 0
170 16 0
170 17 0
170 18 0
170 19 0
170 20 0
170 21 0
170 22 0
170 23 0
170 24 0
170 25 0
170 26 0
170 27 0
170 28 0
170 29 0
170 30 0
170 31 0
170 32 0
170 33 0
170 34 0
170 35 0
170 36 0
170 37 0
170 38 0
170 39 0
170 40 0
170 41 0
170 42 0
170 43 0
170 44 0
170 45 0
170 46 0
170 47 0
170 48 0
170 49 0
170 50 0
170 51 0
170 52 0
170 53 0
170 54 0
170 55 0
170 56 0
170 57 0
170 58 0
170 59 0
170 60 0
170 61 0
170 62 0
170 63 0
170 64 0
170 65 0
170 66 0
170 67 0
170 68 0
170 69 0
170 70 0
170 71 0
170 72 0
170 73 0
170 74 0
170 75 0
170 76 0
170 77 0
170 78 0
170 79 0
170 80 0
170 81 0
170 82 0
170 83 0
170 84 0
170 85 0
170 86 0
170 87 0
170 88 0
170 89 0
170 90 0
170 91 0
170 92 0
170 93 0
170 94 0
170 95 0
170 96 0
170 97 0
170 98 0
170 99 0
170 100 0
170 101 0
170 102 0
170 103 0
170 104 0
170 105 0
170 106 0
170 107 0
170 108 0
170 109 0
170 110 0
170 111 0
170 112 0
170 113 0
170 114 0
170 115 0
170 116 0
170 117 0
170 118 0
170 119 0
170 120 0
170 121 0
170 122 0
170 123 0
170 124 0
170 125 0
170 126 0
170 127 0
170 128 0
170 129 0
170 130 0
170 131 0
170 132 0
170 133 0
170 134 0
170 135 0
170 136 0
170 137 0
170 138 0
170 139 0
170 140 0
170 141 0
170 142 0
170 143 0
170 144 0
170 145 0
170 146 0
170 147 0
170 148 0
170 149 0
170 150 0
170 151 0
170 152 0
170 153 0
170 154 0
170 155 0
170 156 0
170 157 0
170 158 0
170 159 0
170 160 0
170 161 0
170 162 0
170 163 0
170 164 0
170 165 0
170 166 0
170 167 0
170 168 0
170 169 0
170 170 0
171 0 1
171 1 0
171 2 0
171 3 0
171 4 0
171 5 0
171 6 0
171 7 0
171 8 0
171 9 0
171 10 0
171 11 0
171 12 0
171 13 0
171 14 0
171 15 0
171 16 0
171 17 0
171 18 0
171 19 0
171 20 0
171 21 0
171 22 0
171 23 0
171 24 0
171 25 0
171 26 0
171 27 0
171 28 0
171 29 0
171 30 0
171 31 0
171 32 0
171 33 0
171 34 0
171 35 0
171 36 0
171 37 0
171 38 0
171 39 0
171 40 0
171 41 0
171 42 0
171 43 0
171 44 0
171 45 0
171 46 0
171 47 0
171 48 0
171 49 0
171 50 0
171 51 0
171 52 0
171 53 0
171 54 0
171 55 0
171 56 0
171 57 0
171 58 0
171 59 0
171 60 0
171 61 0
171 62 0
171 63 0
171 64 0
171 65 0
171 66 0
171 67 0
171 68 0
171 69 0
171 70 0
171 71 0
171 72 0
171 73 0
171 74 0
171 75 0
171 76 0
171 77 0
171 78 0
171 79 0
171 80 0
171 81 0
171 82 0
171 83 0
171 84 0
171 85 0
171 86 0
171 87 0
171 88 0
171 89 0
171 90 0
171 91 0
171 92 0
171 93 0
171 94 0
171 95 0
171 96 0
171 97 0
171 98 0
171 99 0
171 100 0
171 101 0
171 102 0
171 103 0
171 104 0
171 105 0
171 106 0
171 107 0
171 108 0
171 109 0
171 110 0
171 111 0
171 112 0
171 113 0
171 114 0
171 115 0
171 116 0
171 117 0
171 118 0
171 119 0
171 120 0
171 121 0
171 122 0
171 123 0
171 124 0
171 125 0
171 126 0
171 127 0
171 128 0
171 129 0
171 130 0
171 131 0
171 132 0
171 133 0
171 134 0
171 135 0
171 136 0
171 137 0
171 138 0
171 139 0
171 140 0
171 141 0
171 142 0
171 143 0
171 144 0
171 145 0
171 146 0
171 147 0
171 148 0
171 149 0
171 150 0
171 151 0
171 152 0
171 153 0
171 154 0
171 155 0
171 156 0
171 157 0
171 158 0
171 159 0
171 160 0
171 161 0
171 162 0
171 163 0
171 164 0
171 165 0
171 166 0
171 167 0
171 168 0
171 169 0
171 170 0
171 171 0
172 0 1
172 1 0
172 2 0
172 3 0
172 4 0
172 5 0
172 6 0
172 7 0
172 8 0
172 9 0
172 10 0
172 11 0
172 12 0
172 13 0
172 14 0
172 15 0
172 16 0
172 17 0
172 18 0
172 19 0
172 20 0
172 21 0
172 22 0
172 23 0
172 24 0
172 25 0
172 26 0
172 27 0
172 28 0
172 29 0
172 30 0
172 31 0
172 32 0
172 33 0
172 34 0
172 35 0
172 36 0
172 37 0
172 38 0
172 39 0
172 40 0
172 41 0
172 42 0
172 43 0
172 44 0
172 45 0
172 46 0
172 47 0
172 48 0
172 49 0
172 50 0
172 51 0
172 52 0
172 53 0
172 54 0
172 55 0
172 56 0
172 57 0
172 58 0
172 59 0
172 60 0
172 61 0
172 62 0
172 63 0
172 64 0
172 65 0
172 66 0
172 67 0
172 68 0
172 69 0
172 70 0
172 71 0
172 72 0
172 73 0
172 74 0
172 75 0
172 76 0
172 77 0
172 78 0
172 79 0
172 80 0
172 81 0
172 82 0
172 83 0
172 84 0
172 85 0
172 86 0
172 87 0
172 88 0
172 89 0
172 90 0
172 91 0
172 92 0
172 93 0
172 94 0
172 95 0
172 96 0
172 97 0
172 98 0
172 99 0
172 100 0
172 101 0
172 102 0
172 103 0
172 104 0
172 105 0
172 106 0
172 107 0
172 108 0
172 109 0
172 110 0
172 111 0
172 112 0
172 113 0
172 114 0
172 115 0
172 116 0
172 117 0
172 118 0
172 119 0
172 120 0
172 121 0
172 122 0
172 123 0
172 124 0
172 125 0
172 126 0
172 127 0
172 128 0
172 129 0
172 130 0
172 131 0
172 132 0
172 133 0
172 134 0
172 135 0
172 136 0
172 137 0
172 138 0
172 139 0
172 140 0
172 141 0
172 142 0
172 143 0
172 144 0
172 145 0
172 146 0
172 147 0
172 148 0
172 149 0
172 150 0
172 151 0
172 152 0
172 153 0
172 154 0
172 155 0
172 156 0
172 157 0
172 158 0
172 159 0
172 160 0
172 161 0
172 162 0
172 163 0
172 164 0
172 165 0
172 166 0
172 167 0
172 168 0
172 169 0
172 170 0
172 171 0
172 172 0
173 0 1
173 1 0
173 2 0
173 3 0
173 4 0
173 5 0
173 6 0
173 7 0
173 8 0
173 9 0
173 10 0
173 11 0
173 12 0
173 13 0
173 14 0
173 15 0
173 16 0
173 17 0
173 18 0
173 19 0
173 20 0
173 21 0
173 22 0
173 23 0
173 24 0
173 25 0
173 26 0
173 27 0
173 28 0
173 29 0
173 30 0
173 31 0
173 32 0
173 33 0
173 34 0
173 35 0
173 36 0
173 37 0
173 38 0
173 39 0
173 40 0
173 41 0
173 42 0
173 43 0
173 44 0
173 45 0
173 46 0
173 47 0
173 48 0
173 49 0
173 50 0
173 51 0
173 52 0
173 53 0
173 54 0
173 55 0
173 56 0
173 57 0
173 58 0
173 59 0
173 60 0
173 61 0
173 62 0
173 63 0
173 64 0
173 65 0
173 66 0
173 67 0
173 68 0
173 69 0
173 70 0
173 71 0
173 72 0
173 73 0
173 74 0
173 75 0
173 76 0
173 77 0
173 78 0
173 79 0
173 80 0
173 81 0
173 82 0
173 83 0
173 84 0
173 85 0
173 86 0
173 87 0
173 88 0
173 89 0
173 90 0
173 91 0
173 92 0
173 93 0
173 94 0
173 95 0
173 96 0
173 97 0
173 98 0
173 99 0
173 100 0
173 101 0
173 102 0
173 103 0
173 104 0
173 105 0
173 106 0
173 107 0
173 108 0
173 109 0
173 110 0
173 111 0
173 112 0
173 113 0
173 114 0
173 115 0
173 116 0
173 117 0
173 118 0
173 119 0
173 120 0
173 121 0
173 122 0
173 123 0
173 124 0
173 125 0
173 126 0
173 127 0
173 128 0
173 129 0
173 130 0
173 131 0
173 132 0
173 133 0
173 134 0
173 135 0
173 136 0
173 137 0
173 138 0
173 139 0
173 140 0
173 141 0
173 142 0
173 143 0
173 144 0
173 145 0
173 146 0
173 147 0
173 148 0
173 149 0
173 150 0
173 151 0
173 152 0
173 153 0
173 154 0
173 155 0
173 156 0
173 157 0
173 158 0
173 159 0
173 160 0
173 161 0
173 162 0
173 163 0
173 164 0
173 165 0
173 166 0
173 167 0
173 168 0
173 169 0
173 170 0
173 171 0
173 172 0
173 173 0
174 0 1
174 1 0
174 2 0
174 3 0
174 4 0
174 5 0
174 6 0
174 7 0
174 8 0
174 9 0
174 10 0
174 11 0
174 12 0
174 13 0
174 14 0
174 15 0
174 16 0
174 17 0
174 18 0
174 19 0
174 20 0
174 21 0
174 22 0
174 23 0
174 24 0
174 25 0
174 26 0
174 27 0
174 28 0
174 29 0
174 30 0
174 31 0
174 32 0
174 33 0
174 34 0
174 35 0
174 36 0
174 37 0
174 38 0
174 39 0
174 40 0
174 41 0
174 42 0
174 43 0
174 44 0
174 45 0
174 46 0
174 47 0
174 48 0
174 49 0
174 50 0
174 51 0
174 52 0
174 53 0
174 54 0
174 55 0
174 56 0
174 57 0
174 58 0
174 59 0
174 60 0
174 61 0
174 62 0
174 63 0
174 64 0
174 65 0
174 66 0
174 67 0
174 68 0
174 69 0
174 70 0
174 71 0
174 72 0
174 73 0
174 74 0
174 75 0
174 76 0
174 77 0
174 78 0
174 79 0
174 80 0
174 81 0
174 82 0
174 83 0
174 84 0
174 85 0
174 86 0
174 87 0
174 88 0
174 89 0
174 90 0
